,0
0,1.5063825976599325
1,1.5155322364266979
2,-0.5431034300043167
3,0.2736793689742051
4,-0.9526662997772666
5,-0.13398876994928507
6,0.6908700251716832
7,0.6852996452037544
8,-0.9540824493185311
9,0.6834327358642759
10,0.6844849227671764
11,1.1010488782207548
12,-0.9547543576681669
13,1.5174468665018377
14,0.6870576348844933
15,-0.9517926198593888
16,1.5061047794063394
17,0.6960640286547092
18,-0.13105440358450984
19,1.5050654689654546
20,0.6909773161087173
21,0.6880384269784836
22,0.6987538174451892
23,-0.9480312270841298
24,-0.9556311284378712
25,1.1035544976060847
26,-1.7717418647589727
27,1.5098685743210478
28,1.0993369299701083
29,0.6890130846856823
30,-0.1351365776772665
31,-0.9512658531794715
32,0.6880427803336611
33,0.6896801547631736
34,-0.9538858831004663
35,-0.9553578378444669
36,0.697895081912274
37,0.6912576575256607
38,1.5140409944178765
39,-1.7627411296480233
40,-1.7738293900611004
41,-0.9552794688639104
42,1.0937654814253208
43,-0.9581939392304715
44,0.6926258953764362
45,-0.13679116633153435
46,1.5030166107044205
47,0.690228334409757
48,1.5109980086237242
49,1.1075324326440616
50,-0.5476823586158126
51,-0.12702342284487025
52,0.6806442410640914
53,-0.12598606424938513
54,0.28059322329925573
55,-0.9562626535482368
56,-0.947429824432567
57,-0.951736649903001
58,0.28187201482467017
59,-0.13100588553055356
60,-0.9477734359384788
61,-0.9497408637960595
62,-0.9562696969180934
63,-0.9559657396116734
64,-0.1345729162754307
65,0.2826521723181023
66,-0.9499152998910683
67,-0.13000551533867055
68,-0.9533208395832647
69,-0.9547496767418514
70,0.6915021529642786
71,-0.1277820432020816
72,-0.9492546585219269
73,-0.9457779553036995
74,-0.9453800171530843
75,-1.7751110361387417
76,-1.7633448913922438
77,0.6962303845214015
78,1.512596103942857
79,0.6916303551552258
80,-1.771375131140228
81,0.6880353508215966
82,1.5086591912881118
83,1.5115751387740055
84,-0.13259205649988548
85,-0.9639221598481944
86,0.6926900729953109
87,-0.9600809548518957
88,-0.9509956694356324
89,-0.1325366528322341
90,1.098189004233426
91,-1.770520061137463
92,-0.13443968865356914
93,-0.13504863427844352
94,-1.7724196505842795
95,0.6910106630686675
96,1.5085247474811554
97,-0.13423568806646985
98,0.6871324657448745
99,-0.9510469618117859
